Algorithm,Alpha,Time_Slots,vehicle_hit_ratio,uav_hit_ratio,bs_hit_ratio,overall_hit_ratio,vehicle_cache_ratio,uav_cache_ratio,bs_cache_ratio,overall_cache_ratio,Vehicle_Cache_Hits,UAV_Cache_Hits,BS_Cache_Hits,Total_Cache_Hits,Total_Requests
MAB_Contextual,1.0,50,7.919954904171364,89.58857257821144,0.0,31.26491646778043,1.9423720092616412,87.77462792345854,0.0,72.50988687574727,453,7431,0,7884,34777
