Algorithm,Alpha,Time_Slots,vehicle_hit_ratio,uav_hit_ratio,bs_hit_ratio,overall_hit_ratio,vehicle_cache_ratio,uav_cache_ratio,bs_cache_ratio,overall_cache_ratio,Vehicle_Cache_Hits,UAV_Cache_Hits,BS_Cache_Hits,Total_Cache_Hits,Total_Requests
Enhanced_Federated_MAB,0.25,120,6.211992216005838,95.7916085688934,32.89799402475459,16.4590754175546,3.718694399067725,95.60555923229649,5.658565856585659,54.87519865382817,3574,7223,943,11740,129983
